# source=Ensembl BioMart hsapiens_gene_ensembl (with_mmusculus_homolog)
# orthology_type=ortholog_one2one; unique human/mouse symbols
# download_date=2026-08-09
# ensembl_host=www.ensembl.org (current at download)
human_symbol	human_ensembl	mouse_symbol	mouse_ensembl	orthology_type
RNU6-518P	ENSG00000251865	Gm56091	ENSMUSG00002075404	ortholog_one2one
CRYBA1	ENSG00000108255	Cryba1	ENSMUSG00000000724	ortholog_one2one
HCAR1	ENSG00000196917	Hcar1	ENSMUSG00000049241	ortholog_one2one
SEBOX	ENSG00000274529	Sebox	ENSMUSG00000001103	ortholog_one2one
ANKRD33	ENSG00000167612	Ankrd33	ENSMUSG00000047034	ortholog_one2one
MAB21L1	ENSG00000180660	Mab21l1	ENSMUSG00000056947	ortholog_one2one
MRPL57	ENSG00000173141	Mrpl57	ENSMUSG00000021967	ortholog_one2one
OR9Q1	ENSG00000186509	Or9q1	ENSMUSG00000054526	ortholog_one2one
DLC1	ENSG00000164741	Dlc1	ENSMUSG00000031523	ortholog_one2one
MIR592	ENSG00000207692	Mir592	ENSMUSG00000076067	ortholog_one2one
CPB2	ENSG00000080618	Cpb2	ENSMUSG00000021999	ortholog_one2one
OR6C68	ENSG00000205327	Or6c68	ENSMUSG00000049573	ortholog_one2one
SNORD59A	ENSG00000207031	Snord59a	ENSMUSG00000064778	ortholog_one2one
HASPIN	ENSG00000177602	Haspin	ENSMUSG00000050107	ortholog_one2one
CFAP298	ENSG00000159079	Cfap298	ENSMUSG00000022972	ortholog_one2one
MIR148B	ENSG00000199122	Mir148b	ENSMUSG00000065560	ortholog_one2one
SCARNA10	ENSG00000239002	Scarna10	ENSMUSG00000089617	ortholog_one2one
OR5I1	ENSG00000167825	Or5i1	ENSMUSG00000068816	ortholog_one2one
KLF14	ENSG00000266265	Klf14	ENSMUSG00000073209	ortholog_one2one
RNU6-249P	ENSG00000199886	Gm24646	ENSMUSG00000087734	ortholog_one2one
MIR129-1	ENSG00000207705	Mir129-1	ENSMUSG00000065469	ortholog_one2one
RPRML	ENSG00000179673	Rprml	ENSMUSG00000046215	ortholog_one2one
EID3	ENSG00000255150	Eid3	ENSMUSG00000109864	ortholog_one2one
OR5D16	ENSG00000205029	Or5d16	ENSMUSG00000075145	ortholog_one2one
FIBIN	ENSG00000176971	Fibin	ENSMUSG00000074971	ortholog_one2one
RNU6-288P	ENSG00000200560	Gm23462	ENSMUSG00000065198	ortholog_one2one
RNU6-166P	ENSG00000207099	Gm22887	ENSMUSG00000119906	ortholog_one2one
FGF3	ENSG00000186895	Fgf3	ENSMUSG00000031074	ortholog_one2one
RTL6	ENSG00000188636	Rtl6	ENSMUSG00000055745	ortholog_one2one
MPO	ENSG00000005381	Mpo	ENSMUSG00000009350	ortholog_one2one
PTPRQ	ENSG00000139304	Ptprq	ENSMUSG00000035916	ortholog_one2one
DDI1	ENSG00000170967	Ddi1	ENSMUSG00000047619	ortholog_one2one
MIR142	ENSG00000284353	Mir142	ENSMUSG00000105196	ortholog_one2one
TYR	ENSG00000077498	Tyr	ENSMUSG00000004651	ortholog_one2one
NRG1	ENSG00000157168	Nrg1	ENSMUSG00000062991	ortholog_one2one
OR1R1	ENSG00000180042	Or1r1	ENSMUSG00000049041	ortholog_one2one
KRT26	ENSG00000186393	Krt26	ENSMUSG00000075570	ortholog_one2one
FOXRED2	ENSG00000100350	Foxred2	ENSMUSG00000016552	ortholog_one2one
PPP1R3F	ENSG00000049769	Ppp1r3f	ENSMUSG00000039556	ortholog_one2one
LSS	ENSG00000160285	Lss	ENSMUSG00000033105	ortholog_one2one
MMP8	ENSG00000118113	Mmp8	ENSMUSG00000005800	ortholog_one2one
STK24	ENSG00000102572	Stk24	ENSMUSG00000063410	ortholog_one2one
NOG	ENSG00000183691	Nog	ENSMUSG00000048616	ortholog_one2one
LHX5	ENSG00000089116	Lhx5	ENSMUSG00000029595	ortholog_one2one
GRIA3	ENSG00000125675	Gria3	ENSMUSG00000001986	ortholog_one2one
HEPHL1	ENSG00000181333	Hephl1	ENSMUSG00000031936	ortholog_one2one
SOST	ENSG00000167941	Sost	ENSMUSG00000001494	ortholog_one2one
KCTD17	ENSG00000100379	Kctd17	ENSMUSG00000033287	ortholog_one2one
OR6C2	ENSG00000179695	Or6c2	ENSMUSG00000047626	ortholog_one2one
TRGV11	ENSG00000211693	Trgv4	ENSMUSG00000076745	ortholog_one2one
TENM4	ENSG00000149256	Tenm4	ENSMUSG00000048078	ortholog_one2one
GNAT3	ENSG00000214415	Gnat3	ENSMUSG00000028777	ortholog_one2one
OR6C75	ENSG00000187857	Or6c75	ENSMUSG00000044025	ortholog_one2one
CRKL	ENSG00000099942	Crkl	ENSMUSG00000006134	ortholog_one2one
ALG11	ENSG00000253710	Alg11	ENSMUSG00000063362	ortholog_one2one
ATP1B4	ENSG00000101892	Atp1b4	ENSMUSG00000016327	ortholog_one2one
NPVF	ENSG00000105954	Npvf	ENSMUSG00000029831	ortholog_one2one
ARVCF	ENSG00000099889	Arvcf	ENSMUSG00000118669	ortholog_one2one
CABYR	ENSG00000154040	Cabyr	ENSMUSG00000024430	ortholog_one2one
RN7SKP71	ENSG00000201428	Gm55604	ENSMUSG00002076348	ortholog_one2one
PANX3	ENSG00000154143	Panx3	ENSMUSG00000011118	ortholog_one2one
RNU4-34P	ENSG00000222363	Gm22479	ENSMUSG00000084515	ortholog_one2one
RNU6-1034P	ENSG00000202205	Gm23042	ENSMUSG00000065800	ortholog_one2one
ASCL4	ENSG00000187855	Ascl4	ENSMUSG00000085111	ortholog_one2one
SLC15A1	ENSG00000088386	Slc15a1	ENSMUSG00000025557	ortholog_one2one
RNU6-99P	ENSG00000201591	Gm55671	ENSMUSG00002075172	ortholog_one2one
RN7SKP158	ENSG00000222385	Gm55487	ENSMUSG00002074873	ortholog_one2one
MIR708	ENSG00000211997	Mir708	ENSMUSG00000076143	ortholog_one2one
RN7SKP53	ENSG00000223269	Gm54503	ENSMUSG00002076801	ortholog_one2one
GLOD5	ENSG00000171433	Glod5	ENSMUSG00000031163	ortholog_one2one
MIR326	ENSG00000199090	Mir326	ENSMUSG00000065571	ortholog_one2one
GPR179	ENSG00000277399	Gpr179	ENSMUSG00000070337	ortholog_one2one
SNORD15A	ENSG00000206941	Snord15a	ENSMUSG00000065822	ortholog_one2one
SNORD15B	ENSG00000207445	Snord15b	ENSMUSG00000064966	ortholog_one2one
OR6C3	ENSG00000205329	Or6c3	ENSMUSG00000049217	ortholog_one2one
MS4A5	ENSG00000166930	Ms4a5	ENSMUSG00000054523	ortholog_one2one
GNL3L	ENSG00000130119	Gnl3l	ENSMUSG00000025266	ortholog_one2one
KRT4	ENSG00000170477	Krt4	ENSMUSG00000059668	ortholog_one2one
MYO15B	ENSG00000266714	Myo15b	ENSMUSG00000034427	ortholog_one2one
MIR192	ENSG00000283926	Mir192	ENSMUSG00000065523	ortholog_one2one
OR6C74	ENSG00000197706	Or6c74	ENSMUSG00000044897	ortholog_one2one
OR51G1	ENSG00000278870	Or51g1	ENSMUSG00000045792	ortholog_one2one
H2AJ	ENSG00000246705	H2aj	ENSMUSG00000060032	ortholog_one2one
OR52J3	ENSG00000205495	Or52j3	ENSMUSG00000073956	ortholog_one2one
RNF133	ENSG00000188050	Rnf133	ENSMUSG00000051956	ortholog_one2one
OR52E2	ENSG00000176787	Or52e2	ENSMUSG00000051362	ortholog_one2one
OR10P1	ENSG00000175398	Or10p1	ENSMUSG00000052012	ortholog_one2one
RNF148	ENSG00000235631	Rnf148	ENSMUSG00000078179	ortholog_one2one
TAS2R16	ENSG00000128519	Tas2r118	ENSMUSG00000043865	ortholog_one2one
SLC37A1	ENSG00000160190	Slc37a1	ENSMUSG00000024036	ortholog_one2one
WNT1	ENSG00000125084	Wnt1	ENSMUSG00000022997	ortholog_one2one
HBE1	ENSG00000213931	Hbb-y	ENSMUSG00000052187	ortholog_one2one
NHLRC3	ENSG00000188811	Nhlrc3	ENSMUSG00000042997	ortholog_one2one
ACSM4	ENSG00000215009	Acsm4	ENSMUSG00000047026	ortholog_one2one
OR51B4	ENSG00000183251	Or51b4	ENSMUSG00000058200	ortholog_one2one
GPR20	ENSG00000204882	Gpr20	ENSMUSG00000045281	ortholog_one2one
OR52D1	ENSG00000181609	Or52d1	ENSMUSG00000073931	ortholog_one2one
UBQLN3	ENSG00000175520	Ubqln3	ENSMUSG00000051618	ortholog_one2one
UBQLNL	ENSG00000175518	Ubqlnl	ENSMUSG00000051437	ortholog_one2one
TG	ENSG00000042832	Tg	ENSMUSG00000053469	ortholog_one2one
OR52B6	ENSG00000187747	Or52b6	ENSMUSG00000081859	ortholog_one2one
WBP4	ENSG00000120688	Wbp4	ENSMUSG00000022023	ortholog_one2one
HOXB1	ENSG00000120094	Hoxb1	ENSMUSG00000018973	ortholog_one2one
ALG12	ENSG00000182858	Alg12	ENSMUSG00000035845	ortholog_one2one
MIR10A	ENSG00000284038	Mir10a	ENSMUSG00000065519	ortholog_one2one
MRGPRG	ENSG00000182170	Mrgprg	ENSMUSG00000050276	ortholog_one2one
MIR26A2	ENSG00000207789	Mir26a-2	ENSMUSG00000065430	ortholog_one2one
DSC2	ENSG00000134755	Dsc2	ENSMUSG00000024331	ortholog_one2one
MUC19	ENSG00000205592	Muc19	ENSMUSG00000118670	ortholog_one2one
PLET1	ENSG00000188771	Plet1	ENSMUSG00000032068	ortholog_one2one
MUC6	ENSG00000184956	Muc6	ENSMUSG00000118661	ortholog_one2one
F7	ENSG00000057593	F7	ENSMUSG00000031443	ortholog_one2one
CD69	ENSG00000110848	Cd69	ENSMUSG00000030156	ortholog_one2one
IGSF1	ENSG00000147255	Igsf1	ENSMUSG00000031111	ortholog_one2one
PNMA2	ENSG00000240694	Pnma2	ENSMUSG00000046204	ortholog_one2one
RIDA	ENSG00000132541	Rida	ENSMUSG00000022323	ortholog_one2one
MIR675	ENSG00000284010	Mir675	ENSMUSG00000076275	ortholog_one2one
KCNA6	ENSG00000151079	Kcna6	ENSMUSG00000038077	ortholog_one2one
KCNA1	ENSG00000111262	Kcna1	ENSMUSG00000047976	ortholog_one2one
OR52L1	ENSG00000183313	Or52l1	ENSMUSG00000047794	ortholog_one2one
NRIP1	ENSG00000180530	Nrip1	ENSMUSG00000048490	ortholog_one2one
RNU6-45P	ENSG00000207200	Gm24448	ENSMUSG00000119757	ortholog_one2one
RNU6-72P	ENSG00000207012	Gm23428	ENSMUSG00000084437	ortholog_one2one
UPB1	ENSG00000100024	Upb1	ENSMUSG00000033427	ortholog_one2one
POFUT2	ENSG00000186866	Pofut2	ENSMUSG00000020260	ortholog_one2one
SNORA54	ENSG00000207008	Gm23297	ENSMUSG00000065118	ortholog_one2one
IDO2	ENSG00000188676	Ido2	ENSMUSG00000031549	ortholog_one2one
DSEL	ENSG00000171451	Dsel	ENSMUSG00000038702	ortholog_one2one
CCDC85B	ENSG00000175602	Ccdc85b	ENSMUSG00000095098	ortholog_one2one
CATSPER1	ENSG00000175294	Catsper1	ENSMUSG00000038498	ortholog_one2one
ZNF407	ENSG00000215421	Zfp407	ENSMUSG00000048410	ortholog_one2one
NEIL2	ENSG00000154328	Neil2	ENSMUSG00000035121	ortholog_one2one
KRT84	ENSG00000161849	Krt84	ENSMUSG00000044294	ortholog_one2one
MED14	ENSG00000180182	Med14	ENSMUSG00000064127	ortholog_one2one
CD248	ENSG00000174807	Cd248	ENSMUSG00000056481	ortholog_one2one
RNU1-84P	ENSG00000202317	Gm23464	ENSMUSG00000065079	ortholog_one2one
KRT82	ENSG00000161850	Krt82	ENSMUSG00000049548	ortholog_one2one
NOL4	ENSG00000101746	Nol4	ENSMUSG00000041923	ortholog_one2one
PRG3	ENSG00000156575	Prg3	ENSMUSG00000027072	ortholog_one2one
RNU6-1134P	ENSG00000202026	Gm24905	ENSMUSG00000088754	ortholog_one2one
FZD2	ENSG00000180340	Fzd2	ENSMUSG00000050288	ortholog_one2one
MRGPRD	ENSG00000172938	Mrgprd	ENSMUSG00000051207	ortholog_one2one
KRT71	ENSG00000139648	Krt71	ENSMUSG00000051879	ortholog_one2one
FAM187A	ENSG00000214447	Fam187a	ENSMUSG00000075510	ortholog_one2one
KRT73	ENSG00000186049	Krt73	ENSMUSG00000063661	ortholog_one2one
SOX7	ENSG00000171056	Sox7	ENSMUSG00000063060	ortholog_one2one
C8orf74	ENSG00000171060	4930578I06Rik	ENSMUSG00000021961	ortholog_one2one
RIPK4	ENSG00000183421	Ripk4	ENSMUSG00000005251	ortholog_one2one
PIGN	ENSG00000197563	Pign	ENSMUSG00000056536	ortholog_one2one
CYC1	ENSG00000179091	Cyc1	ENSMUSG00000022551	ortholog_one2one
PCNT	ENSG00000160299	Pcnt	ENSMUSG00000001151	ortholog_one2one
TAS2R7	ENSG00000121377	Tas2r130	ENSMUSG00000054497	ortholog_one2one
OR5J2	ENSG00000174957	Or5j3	ENSMUSG00000047149	ortholog_one2one
ARHGEF7	ENSG00000102606	Arhgef7	ENSMUSG00000031511	ortholog_one2one
HOXC12	ENSG00000123407	Hoxc12	ENSMUSG00000050328	ortholog_one2one
MIR196A2	ENSG00000207924	Mir196a-2	ENSMUSG00000065488	ortholog_one2one
MYO1H	ENSG00000174527	Myo1h	ENSMUSG00000066952	ortholog_one2one
OR4D11	ENSG00000176200	Or4d11	ENSMUSG00000067529	ortholog_one2one
C17orf100	ENSG00000256806	4930563E22Rik	ENSMUSG00000053574	ortholog_one2one
OR8U1	ENSG00000172199	Or8u9	ENSMUSG00000075200	ortholog_one2one
OR8U3	ENSG00000279961	Or8u3	ENSMUSG00000050577	ortholog_one2one
C17orf114	ENSG00000262165	Gm40193	ENSMUSG00000109833	ortholog_one2one
RNU6-174P	ENSG00000222338	Gm47290	ENSMUSG00000088068	ortholog_one2one
OR8S1	ENSG00000284723	Or8s16	ENSMUSG00000062037	ortholog_one2one
OR5BS1	ENSG00000198678	Or5bs2	ENSMUSG00000108728	ortholog_one2one
MAGED2	ENSG00000102316	Maged2	ENSMUSG00000025268	ortholog_one2one
CABIN1	ENSG00000099991	Cabin1	ENSMUSG00000020196	ortholog_one2one
OR10G6	ENSG00000198674	Or10g6	ENSMUSG00000046678	ortholog_one2one
SPNS3	ENSG00000182557	Spns3	ENSMUSG00000020798	ortholog_one2one
NCAM2	ENSG00000154654	Ncam2	ENSMUSG00000022762	ortholog_one2one
MIR130A	ENSG00000208009	Mir130a	ENSMUSG00000065484	ortholog_one2one
SNORD22	ENSG00000277194	Gm25487	ENSMUSG00000089350	ortholog_one2one
SNORD27	ENSG00000275996	Gm24452	ENSMUSG00000065281	ortholog_one2one
SNORD26	ENSG00000276788	Gm25894	ENSMUSG00000065392	ortholog_one2one
SNORD25	ENSG00000275043	Gm25855	ENSMUSG00000064721	ortholog_one2one
RNF170	ENSG00000120925	Rnf170	ENSMUSG00000013878	ortholog_one2one
RN7SKP243	ENSG00000199975	Gm55856	ENSMUSG00002074926	ortholog_one2one
PTPRCAP	ENSG00000213402	Ptprcap	ENSMUSG00000045826	ortholog_one2one
SNORA49	ENSG00000208892	Gm26079	ENSMUSG00000077254	ortholog_one2one
GPR152	ENSG00000175514	Gpr152	ENSMUSG00000044724	ortholog_one2one
RUNX1	ENSG00000159216	Runx1	ENSMUSG00000022952	ortholog_one2one
SNORD97	ENSG00000238622	Gm23262	ENSMUSG00000088948	ortholog_one2one
RNU2-53P	ENSG00000252066	Gm25052	ENSMUSG00000084610	ortholog_one2one
PMCH	ENSG00000183395	Pmch	ENSMUSG00000035383	ortholog_one2one
COL6A2	ENSG00000142173	Col6a2	ENSMUSG00000020241	ortholog_one2one
SGK2	ENSG00000101049	Sgk2	ENSMUSG00000017868	ortholog_one2one
C11orf71	ENSG00000180425	Gm5617	ENSMUSG00000042293	ortholog_one2one
GALNT4	ENSG00000257594	Galnt4	ENSMUSG00000090035	ortholog_one2one
RNU6-148P	ENSG00000252823	Gm25364	ENSMUSG00000089476	ortholog_one2one
LHFPL6	ENSG00000183722	Lhfpl6	ENSMUSG00000048332	ortholog_one2one
TANGO2	ENSG00000183597	Tango2	ENSMUSG00000013539	ortholog_one2one
MTNR1B	ENSG00000134640	Mtnr1b	ENSMUSG00000050901	ortholog_one2one
MATN2	ENSG00000132561	Matn2	ENSMUSG00000022324	ortholog_one2one
SUGT1	ENSG00000165416	Sugt1	ENSMUSG00000022024	ortholog_one2one
CSNK2A2IP	ENSG00000283434	Csnk2a2ip	ENSMUSG00000068167	ortholog_one2one
PATE3	ENSG00000236027	Pate3	ENSMUSG00000094995	ortholog_one2one
RNU4-86P	ENSG00000222067	Gm56327	ENSMUSG00002075314	ortholog_one2one
FZD10	ENSG00000111432	Fzd10	ENSMUSG00000081683	ortholog_one2one
FAM181B	ENSG00000182103	Fam181b	ENSMUSG00000051515	ortholog_one2one
CCDC184	ENSG00000177875	Ccdc184	ENSMUSG00000029875	ortholog_one2one
SLC2A10	ENSG00000197496	Slc2a10	ENSMUSG00000027661	ortholog_one2one
POF1B	ENSG00000124429	Pof1b	ENSMUSG00000034607	ortholog_one2one
H1-7	ENSG00000187166	H1f7	ENSMUSG00000048077	ortholog_one2one
IMPG2	ENSG00000081148	Impg2	ENSMUSG00000035270	ortholog_one2one
PSMF1	ENSG00000125818	Psmf1	ENSMUSG00000032869	ortholog_one2one
CCDC89	ENSG00000179071	Ccdc89	ENSMUSG00000044362	ortholog_one2one
DIS3	ENSG00000083520	Dis3	ENSMUSG00000033166	ortholog_one2one
RPS4X	ENSG00000198034	Rps4x	ENSMUSG00000031320	ortholog_one2one
OMP	ENSG00000254550	Omp	ENSMUSG00000074006	ortholog_one2one
TMEM158	ENSG00000249992	Tmem158	ENSMUSG00000054871	ortholog_one2one
U4	ENSG00000274197	Gm56237	ENSMUSG00002075324	ortholog_one2one
SNORA23	ENSG00000201998	Snora23	ENSMUSG00000064451	ortholog_one2one
DNAH17	ENSG00000187775	Dnah17	ENSMUSG00000033987	ortholog_one2one
GPR27	ENSG00000170837	Gpr27	ENSMUSG00000072875	ortholog_one2one
LRRC10B	ENSG00000204950	Lrrc10b	ENSMUSG00000090291	ortholog_one2one
SNORA57	ENSG00000206597	Snora57	ENSMUSG00000070167	ortholog_one2one
RNU6-1329P	ENSG00000202534	Gm23507	ENSMUSG00000065012	ortholog_one2one
SOX14	ENSG00000168875	Sox14	ENSMUSG00000053747	ortholog_one2one
OR51L1	ENSG00000176798	Or51l1	ENSMUSG00000080891	ortholog_one2one
TRPC4	ENSG00000133107	Trpc4	ENSMUSG00000027748	ortholog_one2one
OR8D4	ENSG00000181518	Or8d4	ENSMUSG00000049073	ortholog_one2one
GGT7	ENSG00000131067	Ggt7	ENSMUSG00000027603	ortholog_one2one
SNORA21B	ENSG00000252699	Gm54825	ENSMUSG00002075586	ortholog_one2one
SNORA21	ENSG00000199293	Snora21	ENSMUSG00000064901	ortholog_one2one
HSF5	ENSG00000176160	Hsf5	ENSMUSG00000070345	ortholog_one2one
OR52N5	ENSG00000181009	Or52n5	ENSMUSG00000073916	ortholog_one2one
GRHL2	ENSG00000083307	Grhl2	ENSMUSG00000022286	ortholog_one2one
SI	ENSG00000090402	Sis	ENSMUSG00000027790	ortholog_one2one
OR6C65	ENSG00000205328	Or6c65	ENSMUSG00000049894	ortholog_one2one
OR52N1	ENSG00000181001	Or52n1	ENSMUSG00000051885	ortholog_one2one
OR5B2	ENSG00000172365	Or5b99	ENSMUSG00000046913	ortholog_one2one
OR8B8	ENSG00000197125	Or8b8	ENSMUSG00000066748	ortholog_one2one
RNU1-117P	ENSG00000252850	Gm23000	ENSMUSG00000087708	ortholog_one2one
MSC	ENSG00000178860	Msc	ENSMUSG00000025930	ortholog_one2one
SLC25A15	ENSG00000102743	Slc25a15	ENSMUSG00000031482	ortholog_one2one
TGS1	ENSG00000137574	Tgs1	ENSMUSG00000028233	ortholog_one2one
ACE2	ENSG00000130234	Ace2	ENSMUSG00000015405	ortholog_one2one
OR10A4	ENSG00000170782	Or10a4	ENSMUSG00000073897	ortholog_one2one
OR9G1	ENSG00000174914	Or9g20	ENSMUSG00000075209	ortholog_one2one
OTOG	ENSG00000188162	Otog	ENSMUSG00000009487	ortholog_one2one
FER1L6	ENSG00000214814	Fer1l6	ENSMUSG00000037106	ortholog_one2one
MZT1	ENSG00000204899	Mzt1	ENSMUSG00000033186	ortholog_one2one
GPR149	ENSG00000174948	Gpr149	ENSMUSG00000043441	ortholog_one2one
BAG4	ENSG00000156735	Bag4	ENSMUSG00000037316	ortholog_one2one
OR51M1	ENSG00000184698	Or51m1	ENSMUSG00000042219	ortholog_one2one
CCDC122	ENSG00000151773	Ccdc122	ENSMUSG00000034795	ortholog_one2one
OR51I2	ENSG00000187918	Or51i2	ENSMUSG00000073932	ortholog_one2one
CCDC87	ENSG00000182791	Ccdc87	ENSMUSG00000067872	ortholog_one2one
EEF1AKMT1	ENSG00000150456	Eef1akmt1	ENSMUSG00000021951	ortholog_one2one
TTC28	ENSG00000100154	Ttc28	ENSMUSG00000033209	ortholog_one2one
CLSTN2	ENSG00000158258	Clstn2	ENSMUSG00000032452	ortholog_one2one
SNORA2C	ENSG00000221491	Snora34	ENSMUSG00002076288	ortholog_one2one
SNORA2B	ENSG00000207313	Snora2b	ENSMUSG00000065939	ortholog_one2one
OR52M1	ENSG00000197790	Or52m1	ENSMUSG00000073971	ortholog_one2one
OR51F2	ENSG00000176925	Or51f2	ENSMUSG00000073965	ortholog_one2one
UPK3A	ENSG00000100373	Upk3a	ENSMUSG00000022435	ortholog_one2one
TRIM42	ENSG00000155890	Trim42	ENSMUSG00000032451	ortholog_one2one
OR5A1	ENSG00000172320	Or5a1	ENSMUSG00000067522	ortholog_one2one
OR51G2	ENSG00000176893	Or51g2	ENSMUSG00000043354	ortholog_one2one
OR51A7	ENSG00000176895	Or51a7	ENSMUSG00000073962	ortholog_one2one
OR52E4	ENSG00000180974	Or52e4	ENSMUSG00000073914	ortholog_one2one
JAM2	ENSG00000154721	Jam2	ENSMUSG00000053062	ortholog_one2one
PWWP3B	ENSG00000157502	Pwwp3b	ENSMUSG00000042515	ortholog_one2one
OR6A2	ENSG00000184933	Or6a2	ENSMUSG00000070417	ortholog_one2one
RFLNB	ENSG00000183688	Rflnb	ENSMUSG00000020846	ortholog_one2one
OR51D1	ENSG00000197428	Or51d1	ENSMUSG00000073967	ortholog_one2one
BORA	ENSG00000136122	Bora	ENSMUSG00000022070	ortholog_one2one
SLC25A18	ENSG00000182902	Slc25a18	ENSMUSG00000004902	ortholog_one2one
RGS9BP	ENSG00000186326	Rgs9bp	ENSMUSG00000056043	ortholog_one2one
GIP	ENSG00000159224	Gip	ENSMUSG00000014351	ortholog_one2one
TM2D2	ENSG00000169490	Tm2d2	ENSMUSG00000031556	ortholog_one2one
APP	ENSG00000142192	App	ENSMUSG00000022892	ortholog_one2one
RN7SKP284	ENSG00000222934	Gm55677	ENSMUSG00002075170	ortholog_one2one
RNU6-739P	ENSG00000212340	Gm22572	ENSMUSG00000064919	ortholog_one2one
RNU6-1129P	ENSG00000251773	Gm55916	ENSMUSG00002074957	ortholog_one2one
MIR152	ENSG00000207947	Mir152	ENSMUSG00000065515	ortholog_one2one
RNU1-43P	ENSG00000201922	Gm23040	ENSMUSG00000065803	ortholog_one2one
PRPS2	ENSG00000101911	Prps2	ENSMUSG00000025742	ortholog_one2one
TYMS	ENSG00000176890	Tyms	ENSMUSG00000025747	ortholog_one2one
PDRG1	ENSG00000088356	Pdrg1	ENSMUSG00000027472	ortholog_one2one
RNU6-1098P	ENSG00000252581	Gm55230	ENSMUSG00002075582	ortholog_one2one
ACCSL	ENSG00000205126	Accsl	ENSMUSG00000075023	ortholog_one2one
GJA3	ENSG00000121743	Gja3	ENSMUSG00000048582	ortholog_one2one
RNU6-505P	ENSG00000207156	Gm56093	ENSMUSG00002075570	ortholog_one2one
RHOBTB2	ENSG00000008853	Rhobtb2	ENSMUSG00000022075	ortholog_one2one
SNORA63E	ENSG00000199363	Gm25852	ENSMUSG00000064724	ortholog_one2one
DNAJC15	ENSG00000120675	Dnajc15	ENSMUSG00000022013	ortholog_one2one
ALX4	ENSG00000052850	Alx4	ENSMUSG00000040310	ortholog_one2one
OSBPL2	ENSG00000130703	Osbpl2	ENSMUSG00000039050	ortholog_one2one
FOXO4	ENSG00000184481	Foxo4	ENSMUSG00000042903	ortholog_one2one
ARK2C	ENSG00000141622	Ark2c	ENSMUSG00000025427	ortholog_one2one
OVCH2	ENSG00000183378	Ovch2	ENSMUSG00000048236	ortholog_one2one
COL4A2	ENSG00000134871	Col4a2	ENSMUSG00000031503	ortholog_one2one
OR4D5	ENSG00000171014	Or4d5	ENSMUSG00000045812	ortholog_one2one
OR8K1	ENSG00000150261	Or8k1	ENSMUSG00000075197	ortholog_one2one
OR8I2	ENSG00000172154	Or8i2	ENSMUSG00000075166	ortholog_one2one
SERTM2	ENSG00000260802	Sertm2	ENSMUSG00000085139	ortholog_one2one
OR5AR1	ENSG00000172459	Or5ar1	ENSMUSG00000075208	ortholog_one2one
MIR425	ENSG00000199032	Mir425	ENSMUSG00000065579	ortholog_one2one
MIR191	ENSG00000207605	Gm55600	ENSMUSG00002076293	ortholog_one2one
OR9Q2	ENSG00000186513	Or9q2	ENSMUSG00000044040	ortholog_one2one
OR5AS1	ENSG00000181785	Or5as1	ENSMUSG00000075158	ortholog_one2one
PTGR3	ENSG00000180011	Ptgr3	ENSMUSG00000049090	ortholog_one2one
MRPL13	ENSG00000172172	Mrpl13	ENSMUSG00000022370	ortholog_one2one
DNASE1L1	ENSG00000013563	Dnase1l1	ENSMUSG00000019088	ortholog_one2one
RNU6-1012P	ENSG00000252415	Gm25879	ENSMUSG00000077518	ortholog_one2one
OR51T1	ENSG00000176900	Or51t4	ENSMUSG00000045824	ortholog_one2one
ATXN7L3B	ENSG00000253719	Atxn7l3b	ENSMUSG00000074748	ortholog_one2one
OR6X1	ENSG00000221931	Or6x1	ENSMUSG00000051095	ortholog_one2one
SOCS6	ENSG00000170677	Socs6	ENSMUSG00000056153	ortholog_one2one
OR8B4	ENSG00000280090	Or8b4	ENSMUSG00000066747	ortholog_one2one
MIR1224	ENSG00000221120	Mir1224	ENSMUSG00000080669	ortholog_one2one
OR5B21	ENSG00000198283	Or5b21	ENSMUSG00000046272	ortholog_one2one
OR51I1	ENSG00000167359	Or51i1	ENSMUSG00000066262	ortholog_one2one
TMEM276	ENSG00000291317	Tmem276	ENSMUSG00000121584	ortholog_one2one
OR52H1	ENSG00000181616	Or52h1	ENSMUSG00000042909	ortholog_one2one
USP50	ENSG00000170236	Usp50	ENSMUSG00000027364	ortholog_one2one
OR5AP2	ENSG00000172464	Or5ap2	ENSMUSG00000046975	ortholog_one2one
SNORD66	ENSG00000212158	Snord66	ENSMUSG00000077239	ortholog_one2one
OR4D6	ENSG00000166884	Or4d6	ENSMUSG00000067524	ortholog_one2one
PMM1	ENSG00000100417	Pmm1	ENSMUSG00000022474	ortholog_one2one
RNU6-1227P	ENSG00000206708	Gm25797	ENSMUSG00000119240	ortholog_one2one
TPBGL	ENSG00000261594	Tpbgl	ENSMUSG00000096606	ortholog_one2one
IMP3	ENSG00000177971	Imp3	ENSMUSG00000032288	ortholog_one2one
PRSS50	ENSG00000283706	Prss50	ENSMUSG00000048752	ortholog_one2one
LEPROTL1	ENSG00000104660	Leprotl1	ENSMUSG00000031513	ortholog_one2one
RNU6-593P	ENSG00000201586	Gm23058	ENSMUSG00000070214	ortholog_one2one
OR51S1	ENSG00000176922	Or51s1	ENSMUSG00000043310	ortholog_one2one
RNU6-1175P	ENSG00000202070	Gm22418	ENSMUSG00000119629	ortholog_one2one
VSIG10L2	ENSG00000283703	Vsig10l2	ENSMUSG00000098590	ortholog_one2one
